order_id,product_id,customer_id,order_date,shipping_date,quantity,unit_price,discount_pct,sales_amount,shipping_method,payment_method,order_status,delivery_date,customer_segment,customer_region
1890608,17733,128716,2026-05-14,2026-05-19,2,3137.12,0.0,6274.24,Express,Credit Card,Delivered,2026-05-23,Consumer,East
6752808,97797,906386,2026-04-06,2026-04-12,1,1675.71,10.0,1508.14,Economy,Debit Card,Delivered,2026-04-13,Consumer,North
8665453,28129,276775,2026-06-10,2026-06-12,1,6269.52,10.0,5642.57,Same Day,COD,Delivered,2026-06-17,Consumer,South
6113008,78497,116053,2025-09-28,2025-09-30,5,725.77,25.0,2721.64,Express,Credit Card,Delivered,2025-10-01,Consumer,East
9987767,79641,599664,2025-02-03,2025-02-06,1,5363.01,5.0,5094.86,Standard,Wallet,Delivered,2025-02-09,Consumer,South
3382188,74568,610529,2025-03-01,2025-03-05,2,1900.16,0.0,3800.32,Standard,Credit Card,Delivered,2025-03-10,Consumer,West
2651792,21529,307157,2025-08-21,2025-08-25,2,919.39,10.0,1654.9,Standard,UPI,Delivered,2025-08-31,Consumer,South
7529690,78497,771999,2025-06-10,2025-06-15,3,725.77,10.0,1959.58,Standard,UPI,Delivered,2025-06-18,Small Business,West
9366040,87260,901608,2025-04-21,2025-04-28,3,3209.12,0.0,9627.36,Standard,COD,Returned,2025-05-04,Corporate,East
8329603,78497,211372,2026-06-04,2026-06-07,1,725.77,10.0,653.19,Standard,Credit Card,Delivered,2026-06-13,Consumer,North
1765180,97797,368880,2025-05-06,2025-05-11,1,1675.71,0.0,1675.71,Standard,Credit Card,Delivered,2025-05-15,Small Business,North
3133465,18030,695423,2026-06-07,2026-06-11,1,2921.51,15.0,2483.28,Express,Net Banking,Delivered,2026-06-13,Consumer,East
3681311,48964,579772,2026-02-08,2026-02-11,2,770.14,15.0,1309.24,Standard,Net Banking,Shipped,,Small Business,East
3019704,18030,670867,2025-12-06,2025-12-13,3,2921.51,5.0,8326.3,Standard,UPI,Shipped,,Small Business,South
7746936,50534,197699,2025-12-20,2025-12-22,1,1113.02,25.0,834.76,Standard,Credit Card,Shipped,,Consumer,West
8933540,68899,764486,2025-07-20,2025-07-25,1,2456.67,25.0,1842.5,Express,Debit Card,Delivered,2025-07-28,Corporate,South
3162020,56188,974569,2025-12-08,2025-12-13,1,3443.64,0.0,3443.64,Express,Wallet,Delivered,2025-12-19,Consumer,Central
6611879,79641,592041,2025-05-01,2025-05-08,1,5363.01,5.0,5094.86,Standard,UPI,Shipped,,Consumer,Central
9367722,18030,263319,2026-05-26,2026-05-30,3,2921.51,10.0,7888.08,Standard,UPI,Delivered,2026-06-03,Consumer,North
5952853,97797,977488,2025-07-04,2025-07-07,1,1675.71,0.0,1675.71,Economy,Debit Card,Returned,2025-07-14,Consumer,West
4343981,85575,789525,2025-06-08,2025-06-14,2,3516.68,5.0,6681.69,Express,Debit Card,Delivered,2025-06-20,Consumer,West
6147545,21529,566913,2026-01-04,2026-01-10,2,919.39,5.0,1746.84,Express,COD,Delivered,2026-01-17,Small Business,East
6208943,50534,823918,2025-12-12,2025-12-16,4,1113.02,25.0,3339.06,Express,Net Banking,Delivered,2025-12-17,Consumer,West
8857363,87260,993014,2025-09-21,2025-09-26,1,3209.12,5.0,3048.66,Economy,Credit Card,Delivered,2025-09-30,Small Business,North
3297235,74568,653082,2025-12-03,2025-12-06,3,1900.16,15.0,4845.41,Economy,COD,Processing,,Consumer,South
3491361,18030,659588,2025-04-15,2025-04-19,2,2921.51,5.0,5550.87,Standard,UPI,Delivered,2025-04-25,Consumer,West
1212467,18030,940868,2025-12-19,2025-12-26,2,2921.51,0.0,5843.02,Express,Debit Card,Delivered,2025-12-30,Consumer,North
9567246,28129,877837,2025-06-17,2025-06-20,1,6269.52,20.0,5015.62,Standard,Debit Card,Delivered,2025-06-21,Consumer,Central
3946853,79641,353063,2025-06-18,2025-06-22,1,5363.01,0.0,5363.01,Express,Net Banking,Processing,,Consumer,East
8104013,79641,160872,2025-04-16,2025-04-24,2,5363.01,0.0,10726.02,Standard,Debit Card,Delivered,2025-04-29,Consumer,South
6012545,68899,901608,2025-07-21,2025-07-27,1,2456.67,5.0,2333.84,Standard,UPI,Returned,2025-08-01,Corporate,South
7581439,85575,772034,2025-07-20,2025-07-27,1,3516.68,10.0,3165.01,Economy,Net Banking,Processing,,Consumer,Central
8965828,87260,140302,2025-09-22,2025-09-25,1,3209.12,5.0,3048.66,Economy,Credit Card,Delivered,2025-09-26,Consumer,South
6225344,97797,696555,2025-05-03,2025-05-17,1,1675.71,0.0,1675.71,Standard,COD,Processing,,Consumer,South
4423639,87260,249371,2025-05-05,2025-05-07,1,3209.12,5.0,3048.66,Economy,Debit Card,Returned,2025-05-09,Consumer,North
1743772,97797,823670,2025-10-30,2025-11-03,1,1675.71,0.0,1675.71,Standard,UPI,Delivered,2025-11-10,Corporate,West
8170247,68899,185010,2025-03-28,2025-04-01,1,2456.67,0.0,2456.67,Standard,UPI,Delivered,2025-04-03,Consumer,West
3824331,79641,226199,2025-12-25,2025-12-31,3,5363.01,10.0,14480.13,Economy,UPI,Delivered,2026-01-02,Corporate,East
3460605,85575,301050,2026-05-29,2026-06-05,4,3516.68,0.0,14066.72,Standard,UPI,Delivered,2026-06-08,Consumer,North
5206926,68899,944733,2025-09-09,2025-09-14,1,2456.67,5.0,2333.84,Standard,UPI,Delivered,2025-09-15,Consumer,West
4444820,17733,860977,2026-05-06,2026-05-10,1,3137.12,10.0,2823.41,Express,COD,Shipped,,Small Business,West
7658222,68899,799603,2025-03-10,2025-03-13,1,2456.67,15.0,2088.17,Standard,Wallet,Delivered,2025-03-17,Consumer,Central
8045604,79641,316850,2025-01-31,2025-02-04,1,5363.01,5.0,5094.86,Standard,Wallet,Delivered,2025-02-08,Consumer,North
1229921,28129,336188,2026-01-11,2026-01-15,3,6269.52,5.0,17868.13,Standard,Debit Card,Delivered,2026-01-22,Small Business,North
1079380,79641,610529,2026-02-08,2026-02-09,1,5363.01,0.0,5363.01,Express,UPI,Delivered,2026-02-13,Consumer,West
4365081,79641,306674,2026-04-01,2026-04-05,1,5363.01,25.0,4022.26,Standard,UPI,Delivered,2026-04-08,Consumer,Central
6815331,21529,140302,2025-02-10,2025-02-16,1,919.39,0.0,919.39,Standard,Credit Card,Delivered,2025-02-19,Consumer,East
5501729,18030,960030,2026-02-20,2026-02-25,1,2921.51,0.0,2921.51,Express,Net Banking,Delivered,2026-03-03,Consumer,South
4959748,68899,693372,2025-08-13,2025-08-19,3,2456.67,5.0,7001.51,Standard,Debit Card,Delivered,2025-08-23,Consumer,West
8384244,56188,368880,2025-07-05,2025-07-08,2,3443.64,0.0,6887.28,Standard,Debit Card,Delivered,2025-07-10,Small Business,North
7804602,18030,846689,2025-04-23,2025-04-27,1,2921.51,0.0,2921.51,Express,Debit Card,Cancelled,,Small Business,East
4045143,68899,566913,2026-06-28,2026-06-29,1,2456.67,0.0,2456.67,Same Day,Debit Card,Delivered,2026-07-05,Small Business,East
8799002,79641,764486,2025-02-15,2025-02-18,3,5363.01,10.0,14480.13,Standard,Debit Card,Delivered,2025-02-20,Corporate,Central
7867086,74568,195305,2026-03-23,2026-03-27,1,1900.16,10.0,1710.14,Economy,UPI,Delivered,2026-03-31,Consumer,North
9644741,78497,172779,2025-12-05,2025-12-08,3,725.77,10.0,1959.58,Express,UPI,Shipped,,Consumer,South
3211165,56188,361785,2026-01-21,2026-01-22,3,3443.64,15.0,8781.28,Standard,Debit Card,Delivered,2026-01-24,Consumer,South
3015442,79641,557517,2026-01-05,2026-01-10,1,5363.01,5.0,5094.86,Same Day,Credit Card,Delivered,2026-01-11,Consumer,East
7719859,85575,282435,2026-04-10,2026-04-13,3,3516.68,20.0,8440.03,Express,Wallet,Delivered,2026-04-19,Consumer,West
5329652,21529,352435,2025-04-29,2025-05-02,1,919.39,15.0,781.48,Express,Credit Card,Delivered,2025-05-07,Consumer,West
5893392,79641,475309,2025-01-01,2025-01-04,2,5363.01,15.0,9117.12,Express,UPI,Delivered,2025-01-09,Consumer,North
9445976,28129,972314,2025-11-20,2025-11-24,1,6269.52,15.0,5329.09,Same Day,UPI,Delivered,2025-11-27,Consumer,South
2198450,48964,670867,2025-08-01,2025-08-04,1,770.14,5.0,731.63,Economy,UPI,Delivered,2025-08-08,Small Business,East
8334890,21529,211372,2025-03-25,2025-03-29,1,919.39,5.0,873.42,Express,COD,Returned,2025-04-05,Consumer,West
9779587,74568,488868,2025-05-01,2025-05-05,1,1900.16,5.0,1805.15,Economy,UPI,Delivered,2025-05-07,Consumer,South
2871820,56188,998146,2025-07-21,2025-07-22,1,3443.64,0.0,3443.64,Same Day,COD,Cancelled,,Consumer,West
6490188,28129,210470,2025-02-20,2025-02-27,1,6269.52,5.0,5956.04,Economy,Wallet,Delivered,2025-02-28,Small Business,North
4900910,56188,939711,2025-02-10,2025-02-11,2,3443.64,0.0,6887.28,Economy,Credit Card,Delivered,2025-02-12,Small Business,North
9008327,74568,218990,2026-05-14,2026-05-17,1,1900.16,0.0,1900.16,Standard,Debit Card,Delivered,2026-05-24,Consumer,South
1923474,78497,998146,2025-07-10,2025-07-12,1,725.77,20.0,580.62,Standard,Debit Card,Delivered,2025-07-13,Consumer,South
4969170,28129,550630,2026-06-20,2026-06-24,5,6269.52,10.0,28212.84,Express,Debit Card,Delivered,2026-06-29,Consumer,West
5214717,74568,160872,2026-06-10,2026-06-13,4,1900.16,10.0,6840.58,Standard,UPI,Processing,,Consumer,North
9273593,48964,622972,2025-04-05,2025-04-12,1,770.14,5.0,731.63,Express,Credit Card,Delivered,2025-04-18,Corporate,Central
7067732,74568,964228,2026-01-07,2026-01-10,1,1900.16,10.0,1710.14,Economy,Credit Card,Delivered,2026-01-14,Consumer,East
3262754,79641,385379,2025-11-21,2025-11-25,2,5363.01,20.0,8580.82,Economy,Debit Card,Delivered,2025-11-30,Small Business,West
7414415,28129,351349,2025-12-25,2025-12-28,2,6269.52,10.0,11285.14,Standard,UPI,Delivered,2026-01-04,Consumer,North
9860174,18030,105859,2025-03-09,2025-03-10,1,2921.51,10.0,2629.36,Express,UPI,Delivered,2025-03-16,Consumer,West
9857061,68899,351349,2025-05-02,2025-05-05,2,2456.67,10.0,4422.01,Standard,COD,Delivered,2025-05-11,Consumer,West
2406000,18474,490297,2025-02-24,2025-02-28,1,1417.87,5.0,1346.98,Express,Credit Card,Delivered,2025-03-02,Consumer,West
6663934,74568,549338,2025-11-22,2025-11-25,1,1900.16,10.0,1710.14,Standard,Debit Card,Delivered,2025-11-27,Small Business,West
9725053,97797,248125,2026-06-23,2026-07-03,2,1675.71,25.0,2513.56,Express,COD,Delivered,2026-07-07,Small Business,West
8465877,79641,119900,2025-12-18,2025-12-23,2,5363.01,5.0,10189.72,Express,UPI,Delivered,2025-12-28,Consumer,East
6639547,78497,262608,2026-01-04,2026-01-18,3,725.77,5.0,2068.44,Same Day,UPI,Delivered,2026-01-23,Corporate,West
6677909,18474,747872,2026-06-22,2026-06-25,1,1417.87,5.0,1346.98,Express,UPI,Delivered,2026-07-01,Consumer,North
5911972,21529,568904,2025-12-21,2025-12-27,1,919.39,5.0,873.42,Standard,Credit Card,Cancelled,,Consumer,Central
4032364,78497,773930,2025-01-29,2025-02-02,1,725.77,25.0,544.33,Standard,COD,Returned,2025-02-04,Consumer,South
7833890,28129,226199,2026-04-16,2026-04-20,1,6269.52,15.0,5329.09,Standard,UPI,Delivered,2026-04-22,Corporate,South
8450647,17733,490432,2025-08-07,2025-08-21,1,3137.12,5.0,2980.26,Economy,UPI,Delivered,2025-08-25,Consumer,North
5791534,85575,282435,2025-01-03,2025-01-08,1,3516.68,5.0,3340.85,Economy,UPI,Shipped,,Consumer,West
6530918,79641,112541,2025-10-16,2025-10-23,1,5363.01,5.0,5094.86,Standard,Debit Card,Delivered,2025-10-24,Consumer,South
5252822,28129,133665,2026-05-26,2026-05-31,2,6269.52,0.0,12539.04,Standard,Debit Card,Delivered,2026-06-07,Small Business,South
5689430,79641,670563,2025-06-10,2025-06-12,1,5363.01,10.0,4826.71,Standard,Net Banking,Delivered,2025-06-15,Consumer,East
6751059,74568,992112,2025-10-09,2025-10-14,1,1900.16,15.0,1615.14,Express,UPI,Delivered,2025-10-19,Consumer,East
2153629,79641,116053,2025-04-23,2025-04-27,2,5363.01,10.0,9653.42,Standard,Credit Card,Returned,2025-05-03,Consumer,East
8269464,97797,549338,2025-02-10,2025-02-17,1,1675.71,0.0,1675.71,Standard,Debit Card,Shipped,,Small Business,North
9255927,78497,693372,2025-02-27,2025-03-05,3,725.77,15.0,1850.71,Standard,COD,Returned,2025-03-12,Consumer,South
1646159,28129,856696,2026-01-15,2026-01-17,1,6269.52,15.0,5329.09,Standard,Debit Card,Shipped,,Small Business,East
9125580,97797,233384,2026-04-14,2026-04-16,1,1675.71,5.0,1591.92,Standard,UPI,Delivered,2026-04-23,Consumer,East
4556064,50534,388350,2025-04-05,2025-04-06,3,1113.02,10.0,3005.15,Standard,UPI,Shipped,,Consumer,South
5838680,18030,897573,2025-06-27,2025-07-01,2,2921.51,10.0,5258.72,Express,Wallet,Delivered,2025-07-04,Small Business,Central
4625581,85575,771999,2025-05-06,2025-05-08,2,3516.68,15.0,5978.36,Express,UPI,Delivered,2025-05-10,Small Business,East
8970862,74568,371909,2025-01-19,2025-01-24,2,1900.16,0.0,3800.32,Standard,Wallet,Delivered,2025-01-28,Small Business,South
9469374,48964,599283,2025-11-04,2025-11-08,1,770.14,0.0,770.14,Express,Credit Card,Delivered,2025-11-15,Consumer,West
1005112,74568,488868,2025-12-29,2026-01-04,2,1900.16,10.0,3420.29,Express,COD,Delivered,2026-01-10,Consumer,West
8224608,28129,204369,2025-12-09,2025-12-12,3,6269.52,0.0,18808.56,Economy,COD,Delivered,2025-12-18,Consumer,East
2268659,48964,209641,2025-08-19,2025-08-23,4,770.14,5.0,2926.53,Economy,UPI,Delivered,2025-08-26,Consumer,West
5002099,85575,185010,2025-11-05,2025-11-07,1,3516.68,15.0,2989.18,Standard,UPI,Delivered,2025-11-14,Consumer,South
1943344,18030,388560,2025-03-07,2025-03-14,1,2921.51,0.0,2921.51,Economy,Credit Card,Delivered,2025-03-21,Corporate,North
9885772,78497,306674,2025-04-12,2025-04-14,2,725.77,5.0,1378.96,Express,UPI,Delivered,2025-04-20,Consumer,East
8647308,21529,639392,2026-05-23,2026-05-25,1,919.39,25.0,689.54,Express,Credit Card,Delivered,2026-05-31,Small Business,East
5071900,74568,977488,2026-02-09,2026-02-11,1,1900.16,10.0,1710.14,Standard,Credit Card,Delivered,2026-02-16,Consumer,North
9863493,74568,704903,2026-05-18,2026-05-24,1,1900.16,10.0,1710.14,Standard,COD,Returned,2026-05-25,Consumer,South
2116900,28129,312773,2026-05-14,2026-05-16,1,6269.52,10.0,5642.57,Standard,Debit Card,Delivered,2026-05-18,Consumer,West
9339989,79641,592041,2025-12-09,2025-12-13,1,5363.01,0.0,5363.01,Economy,UPI,Delivered,2025-12-19,Consumer,North
2555102,48964,823918,2026-05-21,2026-05-26,1,770.14,0.0,770.14,Express,Debit Card,Delivered,2026-05-29,Consumer,West
7101319,74568,172779,2025-09-04,2025-09-09,1,1900.16,10.0,1710.14,Standard,Debit Card,Processing,,Consumer,South
8534332,85575,699277,2025-01-03,2025-01-05,1,3516.68,5.0,3340.85,Express,Debit Card,Delivered,2025-01-12,Small Business,Central
3436883,68899,384068,2025-02-14,2025-02-15,3,2456.67,5.0,7001.51,Standard,Debit Card,Delivered,2025-02-19,Consumer,South
5698881,68899,843515,2025-03-16,2025-03-19,1,2456.67,0.0,2456.67,Standard,UPI,Delivered,2025-03-26,Consumer,North
7295203,97797,943040,2025-03-08,2025-03-10,1,1675.71,15.0,1424.35,Express,COD,Shipped,,Consumer,North
2939358,97797,998146,2025-07-31,2025-08-05,1,1675.71,0.0,1675.71,Express,UPI,Cancelled,,Consumer,East
8490743,18474,862279,2025-12-30,2026-01-02,1,1417.87,15.0,1205.19,Economy,COD,Delivered,2026-01-05,Consumer,South
2898263,21529,384300,2026-03-02,2026-03-05,4,919.39,5.0,3493.68,Express,UPI,Delivered,2026-03-08,Consumer,South
1413661,68899,379266,2025-11-17,2025-11-19,3,2456.67,10.0,6633.01,Express,UPI,Delivered,2025-11-23,Small Business,West
2854620,48964,112541,2025-04-07,2025-04-11,1,770.14,0.0,770.14,Economy,Credit Card,Delivered,2025-04-14,Consumer,North
8654482,68899,757146,2026-01-30,2026-02-01,1,2456.67,0.0,2456.67,Standard,Credit Card,Shipped,,Consumer,West
7393781,74568,639392,2025-08-01,2025-08-06,1,1900.16,10.0,1710.14,Express,Wallet,Returned,2025-08-09,Small Business,South
5538077,85575,932301,2025-01-10,2025-01-11,1,3516.68,10.0,3165.01,Express,UPI,Returned,2025-01-15,Corporate,North
7241578,79641,952866,2025-06-23,2025-07-03,1,5363.01,0.0,5363.01,Standard,UPI,Shipped,,Consumer,West
